Source IP,Source Port,Destination IP,Destination Port,Protocol,Rx-Pkts,Tx-Pkts,Rx-Bytes,Tx-Bytes,SPLT-Len,SPLT-Data,SNI
10.223.122.179,54937,173.223.227.179,443,TCP,14,19,3516,-14629,56,"['-0', '+0', '-0', '-1372', '-724', '+264', '-0', '-80', '-92', '-1372', '-1295', '+0', '+0', '+0', '+287', '-0', '+61', '+31', '-0', '-31', '+495', '+143', '-0', '-1372', '-304', '-33', '+0', '+282', '+739', '-0', '-1372', '-1372', '-21', '-1372', '-1372', '-1247', '+0', '+0', '+0', '+282', '+669', '-0', '-968', '-39', '-191', '+0', '+39', '-0', '+169', '+31', '-0', '-0', '+24', '+0', '-0', '-0']",www.coupangplay.com
10.223.122.179,54789,23.223.199.169,443,TCP,21,24,3217,-11910,81,"['-0', '+0', '-0', '-1372', '-720', '+264', '-0', '-80', '-92', '-480', '-84', '-88', '-839', '-839', '-845', '+0', '+287', '-0', '+0', '+0', '+0', '+0', '+0', '+0', '+0', '+61', '+31', '-0', '-31', '+265', '+82', '-0', '+265', '+82', '-0', '+265', '+82', '-0', '-88', '-740', '+0', '+265', '+82', '-0', '-88', '-1232', '+0', '+265', '+82', '-0', '-87', '-842', '-88', '-884', '-1372', '+0', '+265', '+82', '-0', '+265', '+82', '-0', '+0', '+82', '-0', '-88', '-39', '-857', '-35', '-0', '+0', '+0', '+0', '+39', '-0', '+0', '-0', '+24', '-0', '+0', '-0']",ljc.coupang.com
10.223.122.179,54750,162.247.241.14,443,TCP,4,41,3107,-53025,71,"['-0', '+0', '-0', '-1448', '-516', '+0', '+1306', '-0', '-64', '-1363', '+0', '+905', '-0', '+0', '-0', '-928', '-1448', '-1081', '+0', '+455', '-0', '-926', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-478', '-1448', '-1448', '-1448', '+0', '+0', '+0', '+0', '+0', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-1448', '-218', '+0', '+0', '+0', '+0', '+0', '+0', '+441', '-0', '-1115', '-0', '+0', '-0']",bam.nr-data.net
10.223.121.174,61660,10.223.122.179,7000,TCP,2,1,1905,-41,13,"['-0', '+0', '-0', '+0', '-41', '+0', '+1448', '+457', '-0', '-0', '+0', '+0', '-0']",
10.222.98.109,56748,10.223.122.179,7000,TCP,2,1,1904,-41,13,"['-0', '+0', '-0', '+0', '-41', '+0', '+1448', '+456', '-0', '-0', '+0', '+0', '-0']",
10.223.122.179,54895,23.63.242.91,443,TCP,13,16,1829,-8342,59,"['-0', '+0', '-0', '-1372', '-688', '+264', '-0', '-80', '-92', '-480', '-1307', '+0', '+287', '-0', '+0', '+0', '+0', '+61', '+31', '-0', '-31', '+0', '+265', '+82', '-0', '-87', '-842', '-88', '-884', '-1372', '+0', '+0', '+265', '+82', '-0', '+265', '+82', '-0', '+0', '+82', '-0', '-88', '-39', '-857', '-35', '-0', '+0', '+39', '+0', '+0', '-0', '-0', '-0', '+0', '-0', '+24', '-0', '+0', '-0']",ljc.coupang.com
10.223.122.179,54839,142.251.42.132,443,TCP,2,4,1492,-3777,18,"['-0', '+0', '-0', '-1400', '-903', '+0', '+0', '-1400', '+1400', '+92', '-0', '-74', '+0', '+0', '+0', '-0', '-0', '+0']",www.google.com
10.223.122.179,54898,142.250.198.14,443,TCP,2,3,1468,-3652,15,"['-0', '+0', '-0', '-1400', '-852', '+0', '+0', '-1400', '+1400', '-0', '+68', '-0', '-0', '+0', '-0']",clients4.google.com
10.223.122.179,54941,104.100.168.90,443,TCP,9,13,1400,-5607,47,"['-0', '-0', '+0', '-0', '-1372', '-720', '+0', '-0', '+264', '-0', '-80', '-92', '-479', '-88', '-842', '-884', '+0', '+0', '+0', '+0', '+0', '+0', '+287', '+61', '+31', '-0', '-0', '-31', '+265', '+347', '+82', '-0', '+0', '-88', '-39', '-857', '-35', '-0', '+0', '+0', '+0', '+39', '-0', '+0', '-0', '+24', '-0']",ljc.coupang.com
10.223.122.179,54944,162.247.243.29,443,TCP,5,5,1349,-4586,25,"['-0', '+0', '-0', '-1388', '-656', '+0', '+459', '-0', '-64', '-1362', '+0', '+0', '+0', '+365', '+46', '-0', '-1116', '+0', '-0', '+0', '+455', '+24', '+0', '-0', '-0']",bam.nr-data.net
